"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sourcestring","Input.translation1","Input.translation2","Input.translation3","Input.Winning_Candidate","Answer.chosentranslation.option1","Answer.chosentranslation.option2","Answer.chosentranslation.option3","Answer.chosentranslation.option4","Answer.sourcestring","Approve","Reject"
"308KJXFUJTU4C30CJJG5VJECYEKAT2","3NFX4PNWYBXLTQSDD1HHU5SSKBNE3S","Review Spanish translations for strings","Review the strings and select an appropriate Spanish (Mexico) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:08 PDT 2019","10","BatchId:3705446;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:08 PDT 2019","","","34YB12FSQ1C3VJLOMOC5UBPC9CGGM8","A78YO84WC60XI","Approved","Mon Jul 15 11:55:48 PDT 2019","Mon Jul 15 11:55:55 PDT 2019","Thu Jul 18 11:55:55 PDT 2019","Thu Jul 18 11:56:08 PDT 2019","","","7","100% (43/43)","100% (11/11)","100% (11/11)","When plugged in, PC goes to sleep after","Con toma de corriente, el equipo se suspende después de","Cuando está enchufado, el equipo queda en estado de espera después de","Cuando está enchufado, el equipo quedará en estado de espera","Cuando está enchufado, el equipo pasa al estado de suspensión después de","false","true","false","false","""When plugged in, PC goes to sleep after"""
"308KJXFUJTU4C30CJJG5VJECYEKAT2","3NFX4PNWYBXLTQSDD1HHU5SSKBNE3S","Review Spanish translations for strings","Review the strings and select an appropriate Spanish (Mexico) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:08 PDT 2019","10","BatchId:3705446;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:08 PDT 2019","","","36WLNQG782Y9SEL0P4W8GST6KX9EBC","A2GXX1XNVC9HYM","Approved","Mon Jul 15 12:31:03 PDT 2019","Mon Jul 15 12:31:49 PDT 2019","Thu Jul 18 12:31:49 PDT 2019","Thu Jul 18 12:32:08 PDT 2019","","","46","100% (34/34)","100% (34/34)","100% (34/34)","When plugged in, PC goes to sleep after","Con toma de corriente, el equipo se suspende después de","Cuando está enchufado, el equipo queda en estado de espera después de","Cuando está enchufado, el equipo quedará en estado de espera","Cuando está enchufado, el equipo pasa al estado de suspensión después de","false","false","false","true","""When plugged in, PC goes to sleep after"""
"308KJXFUJTU4C30CJJG5VJECYEKAT2","3NFX4PNWYBXLTQSDD1HHU5SSKBNE3S","Review Spanish translations for strings","Review the strings and select an appropriate Spanish (Mexico) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:08 PDT 2019","10","BatchId:3705446;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:08 PDT 2019","","","373ERPL3YRWYX4KMBW7TFTYB5UETRB","AF7F7OJ9MNZBS","Approved","Mon Jul 15 13:07:33 PDT 2019","Mon Jul 15 13:08:01 PDT 2019","Thu Jul 18 13:08:01 PDT 2019","Thu Jul 18 13:08:08 PDT 2019","","","28","100% (211/211)","100% (172/172)","100% (172/172)","When plugged in, PC goes to sleep after","Con toma de corriente, el equipo se suspende después de","Cuando está enchufado, el equipo queda en estado de espera después de","Cuando está enchufado, el equipo quedará en estado de espera","Cuando está enchufado, el equipo pasa al estado de suspensión después de","false","true","false","false","""When plugged in, PC goes to sleep after"""
"308KJXFUJTU4C30CJJG5VJECYEKAT2","3NFX4PNWYBXLTQSDD1HHU5SSKBNE3S","Review Spanish translations for strings","Review the strings and select an appropriate Spanish (Mexico) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:08 PDT 2019","10","BatchId:3705446;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:08 PDT 2019","","","37UQDCYH60J3SD4W7D92BUVW12L7VP","A3HRKW3JU0AMM2","Approved","Mon Jul 15 12:31:16 PDT 2019","Mon Jul 15 12:31:33 PDT 2019","Thu Jul 18 12:31:33 PDT 2019","Thu Jul 18 12:32:08 PDT 2019","","","17","100% (13/13)","100% (13/13)","100% (13/13)","When plugged in, PC goes to sleep after","Con toma de corriente, el equipo se suspende después de","Cuando está enchufado, el equipo queda en estado de espera después de","Cuando está enchufado, el equipo quedará en estado de espera","Cuando está enchufado, el equipo pasa al estado de suspensión después de","false","false","true","false","""When plugged in, PC goes to sleep after"""
"308KJXFUJTU4C30CJJG5VJECYEKAT2","3NFX4PNWYBXLTQSDD1HHU5SSKBNE3S","Review Spanish translations for strings","Review the strings and select an appropriate Spanish (Mexico) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:08 PDT 2019","10","BatchId:3705446;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:08 PDT 2019","","","37UQDCYH60J3SD4W7D92BUVW13TV7N","A210UL7IXRO1Z8","Approved","Mon Jul 15 12:52:48 PDT 2019","Mon Jul 15 12:53:12 PDT 2019","Thu Jul 18 12:53:12 PDT 2019","Thu Jul 18 12:54:08 PDT 2019","","","24","100% (31/31)","100% (31/31)","100% (31/31)","When plugged in, PC goes to sleep after","Con toma de corriente, el equipo se suspende después de","Cuando está enchufado, el equipo queda en estado de espera después de","Cuando está enchufado, el equipo quedará en estado de espera","Cuando está enchufado, el equipo pasa al estado de suspensión después de","false","false","true","false","""When plugged in, PC goes to sleep after"""
"308KJXFUJTU4C30CJJG5VJECYEKAT2","3NFX4PNWYBXLTQSDD1HHU5SSKBNE3S","Review Spanish translations for strings","Review the strings and select an appropriate Spanish (Mexico) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:08 PDT 2019","10","BatchId:3705446;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:08 PDT 2019","","","3JBT3HLQFBQ973D64WSMWMZDP7JZPA","A2H4BV1V273XZ7","Approved","Mon Jul 15 11:49:42 PDT 2019","Mon Jul 15 11:50:10 PDT 2019","Thu Jul 18 11:50:10 PDT 2019","Thu Jul 18 11:51:08 PDT 2019","","","28","100% (12/12)","100% (12/12)","100% (12/12)","When plugged in, PC goes to sleep after","Con toma de corriente, el equipo se suspende después de","Cuando está enchufado, el equipo queda en estado de espera después de","Cuando está enchufado, el equipo quedará en estado de espera","Cuando está enchufado, el equipo pasa al estado de suspensión después de","false","false","false","true","""When plugged in, PC goes to sleep after"""
"308KJXFUJTU4C30CJJG5VJECYEKAT2","3NFX4PNWYBXLTQSDD1HHU5SSKBNE3S","Review Spanish translations for strings","Review the strings and select an appropriate Spanish (Mexico) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:08 PDT 2019","10","BatchId:3705446;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:08 PDT 2019","","","3PWWM24LHVMYV0BDT8HXNPUGFOU28V","A162CO8K267FU8","Approved","Mon Jul 15 12:19:16 PDT 2019","Mon Jul 15 12:19:19 PDT 2019","Thu Jul 18 12:19:19 PDT 2019","Thu Jul 18 12:20:08 PDT 2019","","","3","100% (548/548)","100% (548/548)","100% (548/548)","When plugged in, PC goes to sleep after","Con toma de corriente, el equipo se suspende después de","Cuando está enchufado, el equipo queda en estado de espera después de","Cuando está enchufado, el equipo quedará en estado de espera","Cuando está enchufado, el equipo pasa al estado de suspensión después de","false","true","false","false","""When plugged in, PC goes to sleep after"""
"308KJXFUJTU4C30CJJG5VJECYEKAT2","3NFX4PNWYBXLTQSDD1HHU5SSKBNE3S","Review Spanish translations for strings","Review the strings and select an appropriate Spanish (Mexico) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:08 PDT 2019","10","BatchId:3705446;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:08 PDT 2019","","","3T111IHZ5HEFDPB8DQ2COTXZBML9RZ","A1G4NG0WLI7G1A","Approved","Mon Jul 15 11:59:18 PDT 2019","Mon Jul 15 11:59:22 PDT 2019","Thu Jul 18 11:59:22 PDT 2019","Thu Jul 18 12:00:08 PDT 2019","","","4","100% (62/62)","100% (62/62)","100% (62/62)","When plugged in, PC goes to sleep after","Con toma de corriente, el equipo se suspende después de","Cuando está enchufado, el equipo queda en estado de espera después de","Cuando está enchufado, el equipo quedará en estado de espera","Cuando está enchufado, el equipo pasa al estado de suspensión después de","false","true","false","false","""When plugged in, PC goes to sleep after"""
"308KJXFUJTU4C30CJJG5VJECYEKAT2","3NFX4PNWYBXLTQSDD1HHU5SSKBNE3S","Review Spanish translations for strings","Review the strings and select an appropriate Spanish (Mexico) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:08 PDT 2019","10","BatchId:3705446;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:08 PDT 2019","","","3WR9XG3T66Z4Y0LHNH8F24VJOIB47X","A2MLZREEED12J4","Approved","Mon Jul 15 11:50:55 PDT 2019","Mon Jul 15 11:51:13 PDT 2019","Thu Jul 18 11:51:13 PDT 2019","Thu Jul 18 11:52:08 PDT 2019","","","18","100% (46/46)","100% (46/46)","100% (46/46)","When plugged in, PC goes to sleep after","Con toma de corriente, el equipo se suspende después de","Cuando está enchufado, el equipo queda en estado de espera después de","Cuando está enchufado, el equipo quedará en estado de espera","Cuando está enchufado, el equipo pasa al estado de suspensión después de","false","true","false","false","""When plugged in, PC goes to sleep after"""
"308KJXFUJTU4C30CJJG5VJECYEKAT2","3NFX4PNWYBXLTQSDD1HHU5SSKBNE3S","Review Spanish translations for strings","Review the strings and select an appropriate Spanish (Mexico) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:08 PDT 2019","10","BatchId:3705446;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:08 PDT 2019","","","3XM0HYN6NNNBW8MA89E9BCYV11OPE8","A23Y6SGE73H4IW","Approved","Mon Jul 15 12:32:39 PDT 2019","Mon Jul 15 12:32:46 PDT 2019","Thu Jul 18 12:32:46 PDT 2019","Thu Jul 18 12:33:08 PDT 2019","","","7","100% (45/45)","100% (45/45)","100% (45/45)","When plugged in, PC goes to sleep after","Con toma de corriente, el equipo se suspende después de","Cuando está enchufado, el equipo queda en estado de espera después de","Cuando está enchufado, el equipo quedará en estado de espera","Cuando está enchufado, el equipo pasa al estado de suspensión después de","false","false","true","false","""When plugged in, PC goes to sleep after"""
