"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sourcestring","Input.translation1","Input.translation2","Input.translation3","Input.Winning_Candidate","Answer.chosentranslation.option1","Answer.chosentranslation.option2","Answer.chosentranslation.option3","Answer.chosentranslation.option4","Answer.sourcestring","Approve","Reject"
"3Y3CZJSZ9MHUQIB3KYKTNTX8IFM5RE","3C7PNR93YIM6BMBHDFM04AKYYBJE4D","Review French translations for strings","Review the strings and select an appropriate French (France) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:59 PDT 2019","10","BatchId:3705449;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:59 PDT 2019","","","3300DTYQT55WWKNP8MTYBHO56YPQEH","A1CA89GRR8GJTE","Approved","Mon Jul 15 13:08:31 PDT 2019","Mon Jul 15 13:08:35 PDT 2019","Thu Jul 18 13:08:35 PDT 2019","Thu Jul 18 13:09:08 PDT 2019","","","4","100% (195/195)","100% (195/195)","100% (119/119)","DCB Flow Control Status","État du contrôle de flux du DCB","État du contrôle de flux DCB","Français.","État du contrôle de flux DCB","true","false","false","false","""DCB Flow Control Status"""
"3Y3CZJSZ9MHUQIB3KYKTNTX8IFM5RE","3C7PNR93YIM6BMBHDFM04AKYYBJE4D","Review French translations for strings","Review the strings and select an appropriate French (France) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:59 PDT 2019","10","BatchId:3705449;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:59 PDT 2019","","","38BQUHLA9ZORNW2MA7PDZKYE00TMOR","A3IJILP55BWIOP","Approved","Mon Jul 15 14:57:21 PDT 2019","Mon Jul 15 14:57:50 PDT 2019","Thu Jul 18 14:57:50 PDT 2019","Thu Jul 18 14:58:08 PDT 2019","","","29","100% (101/101)","100% (101/101)","100% (101/101)","DCB Flow Control Status","État du contrôle de flux du DCB","État du contrôle de flux DCB","Français.","État du contrôle de flux DCB","false","true","false","false","""DCB Flow Control Status"""
"3Y3CZJSZ9MHUQIB3KYKTNTX8IFM5RE","3C7PNR93YIM6BMBHDFM04AKYYBJE4D","Review French translations for strings","Review the strings and select an appropriate French (France) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:59 PDT 2019","10","BatchId:3705449;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:59 PDT 2019","","","3A9AA95ATZAB0PTHX8L67ISIOAJP55","A6TX2T3P0EQ4C","Approved","Mon Jul 15 16:41:12 PDT 2019","Mon Jul 15 16:41:36 PDT 2019","Thu Jul 18 16:41:36 PDT 2019","Thu Jul 18 16:42:08 PDT 2019","","","24","100% (40/40)","100% (40/40)","100% (40/40)","DCB Flow Control Status","État du contrôle de flux du DCB","État du contrôle de flux DCB","Français.","État du contrôle de flux DCB","false","true","false","false","""DCB Flow Control Status"""
"3Y3CZJSZ9MHUQIB3KYKTNTX8IFM5RE","3C7PNR93YIM6BMBHDFM04AKYYBJE4D","Review French translations for strings","Review the strings and select an appropriate French (France) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:59 PDT 2019","10","BatchId:3705449;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:59 PDT 2019","","","3COPXFW7XE0EI8EK4VPC97B0LZRPK1","A280UKMMBLRURU","Approved","Mon Jul 15 12:49:55 PDT 2019","Mon Jul 15 12:50:40 PDT 2019","Thu Jul 18 12:50:40 PDT 2019","Thu Jul 18 12:51:08 PDT 2019","","","45","100% (76/76)","100% (61/61)","100% (31/31)","DCB Flow Control Status","État du contrôle de flux du DCB","État du contrôle de flux DCB","Français.","État du contrôle de flux DCB","false","true","false","false","""DCB Flow Control Status"""
"3Y3CZJSZ9MHUQIB3KYKTNTX8IFM5RE","3C7PNR93YIM6BMBHDFM04AKYYBJE4D","Review French translations for strings","Review the strings and select an appropriate French (France) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:59 PDT 2019","10","BatchId:3705449;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:59 PDT 2019","","","3DI28L7YXD28FG38N73JAGGXYLC1EA","A38G8EDRTFCS9S","Approved","Mon Jul 15 12:12:22 PDT 2019","Mon Jul 15 12:12:38 PDT 2019","Thu Jul 18 12:12:38 PDT 2019","Thu Jul 18 12:13:08 PDT 2019","","","16","100% (171/171)","100% (127/127)","100% (127/127)","DCB Flow Control Status","État du contrôle de flux du DCB","État du contrôle de flux DCB","Français.","État du contrôle de flux DCB","false","true","false","false","""DCB Flow Control Status"""
"3Y3CZJSZ9MHUQIB3KYKTNTX8IFM5RE","3C7PNR93YIM6BMBHDFM04AKYYBJE4D","Review French translations for strings","Review the strings and select an appropriate French (France) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:59 PDT 2019","10","BatchId:3705449;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:59 PDT 2019","","","3NAPMVF0ZZ3UVM6UJ3PR9PYL45W72N","A3IBVMZ2AY6Z0H","Approved","Mon Jul 15 12:41:36 PDT 2019","Mon Jul 15 12:41:49 PDT 2019","Thu Jul 18 12:41:49 PDT 2019","Thu Jul 18 12:42:08 PDT 2019","","","13","100% (431/431)","100% (293/293)","100% (243/243)","DCB Flow Control Status","État du contrôle de flux du DCB","État du contrôle de flux DCB","Français.","État du contrôle de flux DCB","false","true","false","false","""DCB Flow Control Status"""
"3Y3CZJSZ9MHUQIB3KYKTNTX8IFM5RE","3C7PNR93YIM6BMBHDFM04AKYYBJE4D","Review French translations for strings","Review the strings and select an appropriate French (France) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:59 PDT 2019","10","BatchId:3705449;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:59 PDT 2019","","","3Q5C1WP23PP8JXAFC6AG6MAKLS5515","A162CO8K267FU8","Approved","Mon Jul 15 11:47:32 PDT 2019","Mon Jul 15 11:47:36 PDT 2019","Thu Jul 18 11:47:36 PDT 2019","Thu Jul 18 11:48:08 PDT 2019","","","4","100% (548/548)","100% (548/548)","100% (548/548)","DCB Flow Control Status","État du contrôle de flux du DCB","État du contrôle de flux DCB","Français.","État du contrôle de flux DCB","true","false","false","false","""DCB Flow Control Status"""
"3Y3CZJSZ9MHUQIB3KYKTNTX8IFM5RE","3C7PNR93YIM6BMBHDFM04AKYYBJE4D","Review French translations for strings","Review the strings and select an appropriate French (France) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:59 PDT 2019","10","BatchId:3705449;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:59 PDT 2019","","","3QECW5O0KKP9SHMOEPUQCSTFDC55TP","A30BIO8KST2O0L","Approved","Mon Jul 15 13:47:56 PDT 2019","Mon Jul 15 13:49:06 PDT 2019","Thu Jul 18 13:49:06 PDT 2019","Thu Jul 18 13:49:09 PDT 2019","","","70","100% (158/158)","100% (158/158)","100% (158/158)","DCB Flow Control Status","État du contrôle de flux du DCB","État du contrôle de flux DCB","Français.","État du contrôle de flux DCB","false","false","false","true","""DCB Flow Control Status"""
"3Y3CZJSZ9MHUQIB3KYKTNTX8IFM5RE","3C7PNR93YIM6BMBHDFM04AKYYBJE4D","Review French translations for strings","Review the strings and select an appropriate French (France) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:59 PDT 2019","10","BatchId:3705449;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:59 PDT 2019","","","3ZPBJO59KSPERLAMT1VKWLEJF0GDH5","A6ST7EG05445J","Approved","Mon Jul 15 18:03:25 PDT 2019","Mon Jul 15 18:03:49 PDT 2019","Thu Jul 18 18:03:49 PDT 2019","Thu Jul 18 18:04:08 PDT 2019","","","24","100% (79/79)","100% (79/79)","100% (79/79)","DCB Flow Control Status","État du contrôle de flux du DCB","État du contrôle de flux DCB","Français.","État du contrôle de flux DCB","false","true","false","false","""DCB Flow Control Status"""
"3Y3CZJSZ9MHUQIB3KYKTNTX8IFM5RE","3C7PNR93YIM6BMBHDFM04AKYYBJE4D","Review French translations for strings","Review the strings and select an appropriate French (France) translation","translation, quality, rating","$0.03","Mon Jul 15 11:31:59 PDT 2019","10","BatchId:3705449;OriginalHitTemplateId:928390917;","10800","259200","Thu Jul 18 11:31:59 PDT 2019","","","3ZPBJO59KSPERLAMT1VKWLEJFY6DHR","A2MO6WYBDKTEND","Approved","Mon Jul 15 12:09:35 PDT 2019","Mon Jul 15 12:11:40 PDT 2019","Thu Jul 18 12:11:40 PDT 2019","Thu Jul 18 12:12:08 PDT 2019","","","125","100% (46/46)","100% (46/46)","100% (46/46)","DCB Flow Control Status","État du contrôle de flux du DCB","État du contrôle de flux DCB","Français.","État du contrôle de flux DCB","false","false","false","true","""DCB Flow Control Status"""
