"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sourcestring","Input.translation1","Input.translation2","Input.translation3","Input.Winning_Candidate","Answer.chosentranslation.option1","Answer.chosentranslation.option2","Answer.chosentranslation.option3","Answer.chosentranslation.option4","Answer.sourcestring","Approve","Reject"
"3L4YG5VW9PGVTL7RH37SGG4WFGFDDF","3J6XXRWLEOGK6TXW6AYUPQGT18PFPI","Review English (UK) translations for strings","Review the strings and select an appropriate translation for English (UK)","translation, quality, rating","$0.05","Wed Jun 19 12:15:29 PDT 2019","10","BatchId:3681228;OriginalHitTemplateId:928390917;","3600","259200","Sat Jun 22 12:15:29 PDT 2019","","","3DUZQ9U6SPCPBBOOVG7D6LRSJU7SVT","A34ODQBU85IKLE","Approved","Wed Jun 19 12:17:55 PDT 2019","Wed Jun 19 12:19:59 PDT 2019","Sat Jun 22 12:19:59 PDT 2019","Thu Jun 20 12:54:58 PDT 2019","","","124","100% (99/99)","100% (99/99)","100% (99/99)","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You're currently on a metered network which prevents some language features from downloading. Once you you're connected on a non-metered connection, visit this page to download the language features that you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","true","false","false","false","""You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use."""
"3L4YG5VW9PGVTL7RH37SGG4WFGFDDF","3J6XXRWLEOGK6TXW6AYUPQGT18PFPI","Review English (UK) translations for strings","Review the strings and select an appropriate translation for English (UK)","translation, quality, rating","$0.05","Wed Jun 19 12:15:29 PDT 2019","10","BatchId:3681228;OriginalHitTemplateId:928390917;","3600","259200","Sat Jun 22 12:15:29 PDT 2019","","","3FIJLY1B6XS32MM63KYFTUJV8HOPF0","A3RV6RI9C541FN","Approved","Wed Jun 19 16:08:24 PDT 2019","Wed Jun 19 16:08:46 PDT 2019","Sat Jun 22 16:08:46 PDT 2019","Thu Jun 20 12:54:58 PDT 2019","","","22","100% (73/73)","100% (73/73)","100% (73/73)","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You're currently on a metered network which prevents some language features from downloading. Once you you're connected on a non-metered connection, visit this page to download the language features that you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","true","false","false","false","""You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use."""
"3L4YG5VW9PGVTL7RH37SGG4WFGFDDF","3J6XXRWLEOGK6TXW6AYUPQGT18PFPI","Review English (UK) translations for strings","Review the strings and select an appropriate translation for English (UK)","translation, quality, rating","$0.05","Wed Jun 19 12:15:29 PDT 2019","10","BatchId:3681228;OriginalHitTemplateId:928390917;","3600","259200","Sat Jun 22 12:15:29 PDT 2019","","","3ITXP059PZ7GKGOUERTU3XGYO9SJSV","A2TZH3L7RO6RFS","Approved","Wed Jun 19 22:02:28 PDT 2019","Wed Jun 19 22:02:39 PDT 2019","Sat Jun 22 22:02:39 PDT 2019","Thu Jun 20 12:54:58 PDT 2019","","","11","100% (7/7)","100% (7/7)","100% (7/7)","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You're currently on a metered network which prevents some language features from downloading. Once you you're connected on a non-metered connection, visit this page to download the language features that you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","false","false","false","true","""You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use."""
"3L4YG5VW9PGVTL7RH37SGG4WFGFDDF","3J6XXRWLEOGK6TXW6AYUPQGT18PFPI","Review English (UK) translations for strings","Review the strings and select an appropriate translation for English (UK)","translation, quality, rating","$0.05","Wed Jun 19 12:15:29 PDT 2019","10","BatchId:3681228;OriginalHitTemplateId:928390917;","3600","259200","Sat Jun 22 12:15:29 PDT 2019","","","3NAPMVF0ZZ3UVM6UJ3PR9PYLZIA72M","A3VGAQCCK7RJK8","Approved","Wed Jun 19 12:51:05 PDT 2019","Wed Jun 19 12:51:30 PDT 2019","Sat Jun 22 12:51:30 PDT 2019","Thu Jun 20 12:54:58 PDT 2019","","","25","100% (99/99)","100% (99/99)","100% (99/99)","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You're currently on a metered network which prevents some language features from downloading. Once you you're connected on a non-metered connection, visit this page to download the language features that you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","true","false","false","false","""You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use."""
"3L4YG5VW9PGVTL7RH37SGG4WFGFDDF","3J6XXRWLEOGK6TXW6AYUPQGT18PFPI","Review English (UK) translations for strings","Review the strings and select an appropriate translation for English (UK)","translation, quality, rating","$0.05","Wed Jun 19 12:15:29 PDT 2019","10","BatchId:3681228;OriginalHitTemplateId:928390917;","3600","259200","Sat Jun 22 12:15:29 PDT 2019","","","3NJM2BJS4ZUWZA2WCI8ELOYSB3VCP9","A2KMK30K2TDDNH","Approved","Wed Jun 19 12:57:55 PDT 2019","Wed Jun 19 12:58:30 PDT 2019","Sat Jun 22 12:58:30 PDT 2019","Thu Jun 20 12:54:59 PDT 2019","","","35","100% (100/100)","100% (100/100)","100% (100/100)","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You're currently on a metered network which prevents some language features from downloading. Once you you're connected on a non-metered connection, visit this page to download the language features that you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","false","false","true","false","""You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use."""
"3L4YG5VW9PGVTL7RH37SGG4WFGFDDF","3J6XXRWLEOGK6TXW6AYUPQGT18PFPI","Review English (UK) translations for strings","Review the strings and select an appropriate translation for English (UK)","translation, quality, rating","$0.05","Wed Jun 19 12:15:29 PDT 2019","10","BatchId:3681228;OriginalHitTemplateId:928390917;","3600","259200","Sat Jun 22 12:15:29 PDT 2019","","","3QHK8ZVMIP6NYKVS6QJCTNJQO8NBLW","A14MCHQB6Z8MVT","Approved","Wed Jun 19 12:32:39 PDT 2019","Wed Jun 19 12:33:06 PDT 2019","Sat Jun 22 12:33:06 PDT 2019","Thu Jun 20 12:54:59 PDT 2019","","","27","100% (59/59)","100% (59/59)","100% (59/59)","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You're currently on a metered network which prevents some language features from downloading. Once you you're connected on a non-metered connection, visit this page to download the language features that you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","false","false","true","false","""You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use."""
"3L4YG5VW9PGVTL7RH37SGG4WFGFDDF","3J6XXRWLEOGK6TXW6AYUPQGT18PFPI","Review English (UK) translations for strings","Review the strings and select an appropriate translation for English (UK)","translation, quality, rating","$0.05","Wed Jun 19 12:15:29 PDT 2019","10","BatchId:3681228;OriginalHitTemplateId:928390917;","3600","259200","Sat Jun 22 12:15:29 PDT 2019","","","3U088ZLJVNH2PR4HCOTPIH4NVC9W05","AIO5H68532ALN","Approved","Wed Jun 19 16:52:44 PDT 2019","Wed Jun 19 16:53:34 PDT 2019","Sat Jun 22 16:53:34 PDT 2019","Thu Jun 20 12:54:59 PDT 2019","","","50","100% (91/91)","100% (91/91)","100% (91/91)","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You're currently on a metered network which prevents some language features from downloading. Once you you're connected on a non-metered connection, visit this page to download the language features that you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","true","false","false","false","""You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use."""
"3L4YG5VW9PGVTL7RH37SGG4WFGFDDF","3J6XXRWLEOGK6TXW6AYUPQGT18PFPI","Review English (UK) translations for strings","Review the strings and select an appropriate translation for English (UK)","translation, quality, rating","$0.05","Wed Jun 19 12:15:29 PDT 2019","10","BatchId:3681228;OriginalHitTemplateId:928390917;","3600","259200","Sat Jun 22 12:15:29 PDT 2019","","","3UNH76FOCVT3HA6OGUYB1BWG9OKYMT","A32OG9JJHT4W6S","Approved","Wed Jun 19 22:24:38 PDT 2019","Wed Jun 19 22:28:32 PDT 2019","Sat Jun 22 22:28:32 PDT 2019","Thu Jun 20 12:54:59 PDT 2019","","","234","100% (32/32)","100% (32/32)","100% (32/32)","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You're currently on a metered network which prevents some language features from downloading. Once you you're connected on a non-metered connection, visit this page to download the language features that you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","true","false","false","false","""You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use."""
"3L4YG5VW9PGVTL7RH37SGG4WFGFDDF","3J6XXRWLEOGK6TXW6AYUPQGT18PFPI","Review English (UK) translations for strings","Review the strings and select an appropriate translation for English (UK)","translation, quality, rating","$0.05","Wed Jun 19 12:15:29 PDT 2019","10","BatchId:3681228;OriginalHitTemplateId:928390917;","3600","259200","Sat Jun 22 12:15:29 PDT 2019","","","3VD82FOHKTCEEAQVXIVZWOT21ZJCOE","A1C81SYQUWY8KL","Approved","Wed Jun 19 14:27:18 PDT 2019","Wed Jun 19 14:28:01 PDT 2019","Sat Jun 22 14:28:01 PDT 2019","Thu Jun 20 12:54:59 PDT 2019","","","43","100% (28/28)","100% (28/28)","100% (28/28)","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You're currently on a metered network which prevents some language features from downloading. Once you you're connected on a non-metered connection, visit this page to download the language features that you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","false","false","true","false","""You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use."""
"3L4YG5VW9PGVTL7RH37SGG4WFGFDDF","3J6XXRWLEOGK6TXW6AYUPQGT18PFPI","Review English (UK) translations for strings","Review the strings and select an appropriate translation for English (UK)","translation, quality, rating","$0.05","Wed Jun 19 12:15:29 PDT 2019","10","BatchId:3681228;OriginalHitTemplateId:928390917;","3600","259200","Sat Jun 22 12:15:29 PDT 2019","","","3VELCLL3GN70LU34IINPSY1X51X1FN","A1WAWEY2810TFN","Approved","Wed Jun 19 17:47:57 PDT 2019","Wed Jun 19 17:48:27 PDT 2019","Sat Jun 22 17:48:27 PDT 2019","Thu Jun 20 12:54:59 PDT 2019","","","30","100% (78/78)","100% (78/78)","100% (78/78)","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use.","You're currently on a metered network which prevents some language features from downloading. Once you you're connected on a non-metered connection, visit this page to download the language features that you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","You're currently connected to a metered network, which prevents some features from downloading. Once you're connected to a non-metered connection, visit this page to download the language features you want to use.","false","true","false","false","""You’re currently on a metered network which prevents some language features from downloading. Once you're connected on a non-metered connection, visit this page to download the language features you want to use."""
